Id,BankId,Afid,DivisionName,SubstationName,BankName,CircuitName,LastChangedBy,DateRevised,CedsaId,CORRECTED CEDSA ID,OperatingVoltageId,SummerLoadFactorId,WinterLoadFactorId,LocationId,SummerNormalOperationalCapabilityAmps,SummerNormalOperationalCapabilityMva,SummerNormalOperationalCapabilityMw,SummerNormalPlanningCapabilityAmps,SummerNormalPlanningCapabilityMva,SummerNormalPlanningCapabilityMw,SummerEmergencyOperationalCapabilityAmps,SummerEmergencyOperationalCapabilityMva,SummerEmergencyOperationalCapabilityMw,SummerEmergencyPlanningCapabilityAmps,SummerEmergencyPlanningCapabilityMva,SummerEmergencyPlanningCapabilityMw,WinterNormalOperationalCapabilityAmps,WinterNormalOperationalCapabilityMva,WinterNormalOperationalCapabilityMw,WinterNormalPlanningCapabilityAmps,WinterNormalPlanningCapabilityMva,WinterNormalPlanningCapabilityMw,WinterEmergencyOperationalCapabilityAmps,WinterEmergencyOperationalCapabilityMva,WinterEmergencyOperationalCapabilityMw,WinterEmergencyPlanningCapabilityAmps,WinterEmergencyPlanningCapabilityMva,WinterEmergencyPlanningCapabilityMw,Notes,TransformerNotes,TransformerDerate,TransformerPlo,TransformerSummerNormalAmps,TransformerSummerEmergencyAmps,TransformerWinterNormalAmps,TransformerWinterEmergencyAmps,DmsGuid
1205,1094,{B91B8D37-671D-11E5-80CA-005056A729E5},FRESNO,CLOVIS,Bank 1,CB 1102,PGE\BXYD,2017-01-24 13:10:43.8717447 -08:00,2540801102,254081102,8,3,3,1,530,11.57,11.45,530,11.57,11.45,600,13.09,12.96,570,12.44,12.32,600,13.09,12.96,570,12.44,12.32,600,13.09,12.96,570,12.44,12.32,"Note 1: Relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.
Note 3: UG cable ratings were calculated with the actual daily load factor.  See Engr, Std. Drw. 050166.",,FALSE,FALSE,2061,2680,2474,3092,{81D67F3C-C3B2-483D-B744-ECC710416929}
1206,1096,{9633EAB6-78E8-11E5-8C7B-9CB70D532D7F},CENTRAL COAST,CARMEL,Bank 2 (Non SCADA),CB 405 (Non-SCADA),PGE\ACT0,2016-11-18 09:46:33.2219271 -08:00,182040405,182040405,4,3,3,2,303,2.29,2.27,303,2.29,2.27,395,2.99,2.96,395,2.99,2.96,364,2.76,2.73,364,2.76,2.73,400,3.03,3,400,3.03,3,,,FALSE,FALSE,303,395,364,455,{7D742DE6-1222-4265-A443-7CC4C26A0B78}
1207,1094,{B91B8D45-671D-11E5-80CA-005056A729E5},FRESNO,CLOVIS,Bank 1,CB 1103,PGE\BXYD,2017-01-24 13:13:10.0309554 -08:00,2540801103,254081103,8,3,3,1,540,11.78,11.66,540,11.78,11.66,600,13.09,12.96,570,12.44,12.32,598,13.05,12.92,570,12.44,12.32,600,13.09,12.96,570,12.44,12.32,"Note 1: Relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.
Note 3: UG cable ratings were calculated with the actual daily load factor.  See Engr, Std. Drw. 050166.",,FALSE,FALSE,2061,2680,2474,3092,{513B2BAE-8D22-40F4-B30A-ECD1CCAAA892}
1208,1094,{B91B8D4A-671D-11E5-80CA-005056A729E5},FRESNO,CLOVIS,Bank 1,CB 1104,PGE\BXYD,2016-11-28 16:10:50.2350932 -08:00,2540801104,254081104,8,3,3,1,530,11.57,11.45,530,11.57,11.45,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,"Note 1: Relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.
Note 3: UG cable ratings were calculated with the actual daily load factor.  See Engr, Std. Drw. 050166.",,FALSE,FALSE,2061,2680,2474,3092,{E233D185-C28C-4110-BB19-C205F84F3455}
1209,1098,{9633EAC2-78E8-11E5-8C7B-9CB70D532D7F},CENTRAL COAST,CASSERLY,Bank 1 (Non SCADA),CB 401 (Non-SCADA),PGE\ACT0,2016-09-27 14:32:27.4282208 -07:00,083110401,083110401,4,3,3,2,303,2.29,2.27,303,2.29,2.27,395,2.99,2.96,395,2.99,2.96,364,2.76,2.73,364,2.76,2.73,400,3.03,3,400,3.03,3,,,FALSE,FALSE,303,395,364,455,{43743B51-9D23-4DAE-99D5-865C470778EA}
1210,1097,{B91B8D55-671D-11E5-80CA-005056A729E5},FRESNO,CLOVIS,Bank 2,CB 1105,PGE\BXYD,2017-01-24 13:18:34.8292014 -08:00,2540801105,254081105,8,3,3,1,661,14.43,14.29,661,14.43,14.29,667,14.56,14.41,667,14.56,14.41,667,14.56,14.41,667,14.56,14.41,667,14.56,14.41,667,14.56,14.41,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.
Note 3: UG cable ratings were calculated with the actual daily load factor.  See Engr, Std. Drw. 050166.",,FALSE,FALSE,1770,2235,2445,2805,{DE3CE842-BEB2-461A-B7CF-4F87F3E66988}
1211,1099,{9633EACB-78E8-11E5-8C7B-9CB70D532D7F},CENTRAL COAST,CASTROVILLE,Bank 1,CB 2103,PGE\ACT0,2016-09-27 15:32:32.2310060 -07:00,1823502103,182352103,11,3,3,2,600,22.45,22.23,600,22.45,22.23,600,22.45,22.23,600,22.45,22.23,600,22.45,22.23,600,22.45,22.23,600,22.45,22.23,600,22.45,22.23,,,FALSE,FALSE,801,1042,962,1202,{1964BF45-EA76-4C3D-B243-21E1A7B11140}
1212,1099,{9C8D8E39-78E8-11E5-8C7B-9CB70D532D7F},CENTRAL COAST,CASTROVILLE,Bank 1,CB 2104,PGE\ACT0,2016-09-27 15:39:19.5408331 -07:00,1823502104,182352104,11,4,4,2,600,22.45,22.23,600,22.45,22.23,600,22.45,22.23,600,22.45,22.23,600,22.45,22.23,600,22.45,22.23,600,22.45,22.23,600,22.45,22.23,,,FALSE,FALSE,801,1042,962,1202,{4AB13447-76CC-40B9-9C67-DBB4FBBA9C53}
1213,1100,{A2EED31B-78E8-11E5-8C7B-9CB70D532D7F},CENTRAL COAST,CLIFF DRIVE,Bank 1 (Non SCADA),CB 401 (Non-SCADA),PGE\ACT0,2016-11-23 10:22:13.8609269 -08:00,083230401,083230401,4,3,3,2,300,2.27,2.25,300,2.27,2.25,390,2.95,2.92,390,2.95,2.92,360,2.72,2.69,360,2.72,2.69,450,3.41,3.38,450,3.41,3.38,,,FALSE,FALSE,330,429,396,495,{D061E1A5-8736-48EB-82DC-B0CEB7B1F554}
1215,1097,{B91B8D6D-671D-11E5-80CA-005056A729E5},FRESNO,CLOVIS,Bank 2,CB 1106,PGE\BXYD,2016-11-29 11:40:40.4928201 -08:00,2540801106,254081106,8,3,3,1,503,10.98,10.87,503,10.98,10.87,600,13.09,12.96,600,13.09,12.96,557,12.16,12.04,557,12.16,12.04,600,13.09,12.96,600,13.09,12.96,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.
Note 3: UG cable ratings were calculated with the actual daily load factor.  See Engr, Std. Drw. 050166.",,FALSE,FALSE,2061,2680,2474,3092,{1C85DAE8-921D-4629-A7A6-4205569CAB5A}
1216,1102,{A7233074-0B22-11E6-9D37-D4BED91EFF1A},SIERRA,PENRYN,Bank 1,CB 1103,PGE\SDK6,2016-09-27 17:20:54.7570294 -07:00,1525601103,152561103,8,4,4,2,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,,,FALSE,FALSE,733,953,879,962,{29374C79-4BB4-4171-9490-EA5A75F349BE}
1218,1101,{A2EED321-78E8-11E5-8C7B-9CB70D532D7F},CENTRAL COAST,CLIFF DRIVE,Bank 2 (Non SCADA),CB 402 (Non-SCADA),PGE\ACT0,2016-11-23 11:05:16.8121614 -08:00,083230402,083230402,4,3,3,2,468,3.54,3.5,468,3.54,3.5,500,3.78,3.74,500,3.78,3.74,500,3.78,3.74,500,3.78,3.74,500,3.78,3.74,500,3.78,3.74,,,FALSE,FALSE,619,749,743,749,{E17487E9-9CFE-4DD2-8B7D-053E35304064}
1219,1101,{A2EED324-78E8-11E5-8C7B-9CB70D532D7F},CENTRAL COAST,CLIFF DRIVE,Bank 2 (Non SCADA),CB 403 (Non-SCADA),PGE\ACT0,2016-11-23 11:07:47.3867952 -08:00,083230403,083230403,4,3,3,2,468,3.54,3.5,468,3.54,3.5,500,3.78,3.74,500,3.78,3.74,500,3.78,3.74,500,3.78,3.74,500,3.78,3.74,500,3.78,3.74,,,FALSE,FALSE,619,749,743,749,{F0D920DE-80BD-4B99-B5E2-99A28DA7C570}
1220,1105,{A2EED32D-78E8-11E5-8C7B-9CB70D532D7F},CENTRAL COAST,COAST RD,Bank 2 (Non SCADA),CB 401 (Non-SCADA),PGE\J2T4,2017-03-02 14:13:39.1375291 -08:00,088820401,088820401,4,3,3,2,149,1.13,1.12,149,1.13,1.12,150,1.14,1.13,150,1.14,1.13,150,1.14,1.13,150,1.14,1.13,150,1.14,1.13,150,1.14,1.13,,,FALSE,FALSE,149,156,163,173,{00000000-0000-0000-0000-000000000000}
1221,1097,{B91B8D72-671D-11E5-80CA-005056A729E5},FRESNO,CLOVIS,Bank 2,CB 1107,PGE\BXYD,2017-01-24 13:21:33.9206454 -08:00,2540801107,254081107,8,3,3,1,661,14.43,14.29,661,14.43,14.29,667,14.56,14.41,667,14.56,14.41,667,14.56,14.41,667,14.56,14.41,667,14.56,14.41,667,14.56,14.41,"LP=60
Note 1: 765/903Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.
Note 3: UG cable ratings were calculated with the actual daily load factor.  See Engr, Std. Drw. 050166.",,FALSE,FALSE,1770,2235,2445,2805,{EE323A05-6991-462E-9351-F81750DFD74D}
1224,1106,{A2EED33C-78E8-11E5-8C7B-9CB70D532D7F},CENTRAL COAST,DEL MONTE,Bank 1,CB 2102,PGE\ACT0,2016-11-23 11:12:36.3962094 -08:00,1822202102,182222102,12,3,3,2,492,18.59,18.4,492,18.59,18.4,554,20.94,20.73,554,20.94,20.73,560,21.16,20.95,560,21.16,20.95,598,22.6,22.37,598,22.6,22.37,,,FALSE,FALSE,1190,1331,1331,1331,{37CEE527-5208-4A86-9A66-E1FAC36D64A0}
1225,1064,{5A8ACA00-0B21-11E6-9D37-D4BED91EFF1A},HUMBOLDT,ANNAPOLIS,Bank 1,CB 1101 (Non-SCADA),PGE\C8M4,2017-05-08 18:04:36.2982495 -07:00,0428601101,042861101,8,3,3,2,115,2.51,2.48,91,1.99,1.97,149,3.25,3.22,119,2.6,2.57,137,2.99,2.96,110,2.4,2.38,172,3.75,3.71,137,2.99,2.96,QA COMPLETED BY C8M4 ON 05/08/2017,,FALSE,TRUE,91,119,110,137,{9F4B71C0-F44E-4F69-A6EC-C510612CCC85}
1226,1106,{A985082C-78E8-11E5-8C7B-9CB70D532D7F},CENTRAL COAST,DEL MONTE,Bank 1,CB 2103,PGE\ACT0,2016-11-23 11:13:35.8945031 -08:00,1822202103,182222103,12,3,3,2,582,22,21.78,582,22,21.78,600,22.68,22.45,600,22.68,22.45,600,22.68,22.45,600,22.68,22.45,600,22.68,22.45,600,22.68,22.45,,,FALSE,FALSE,1190,1331,1331,1331,{27DF12C2-6025-451F-84EA-5E3C436FBB84}
1227,1097,{B91B8D7A-671D-11E5-80CA-005056A729E5},FRESNO,CLOVIS,Bank 2,CB 1108,PGE\BXYD,2017-01-24 13:22:32.3125683 -08:00,2540801108,254081108,8,3,3,1,584,12.75,12.62,570,12.44,12.32,600,13.09,12.96,570,12.44,12.32,600,13.09,12.96,570,12.44,12.32,600,13.09,12.96,570,12.44,12.32,"Note 1: 765/903Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.
Note 3: UG cable ratings were calculated with the actual daily load factor.  See Engr, Std. Drw. 050166.",,FALSE,FALSE,1770,2235,2445,2805,{8E14D6E1-37F1-4BA4-9750-ED6D3809741E}
1228,1108,{B91B8D88-671D-11E5-80CA-005056A729E5},FRESNO,CLOVIS,Bank 3,CB 2109,PGE\BXYD,2016-12-28 08:39:38.2065247 -08:00,2540802109,254082109,11,3,3,1,584,21.85,21.63,584,21.85,21.63,667,24.95,24.7,667,24.95,24.7,647,24.21,23.97,647,24.21,23.97,667,24.95,24.7,667,24.95,24.7,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.
Note 3: UG cable ratings were calculated with the actual daily load factor.  See Engr, Std. Drw. 050166.",,FALSE,FALSE,1202,1563,1443,1804,{25F31ADE-1558-4033-838A-877DA2CC56C7}
1229,1109,{B59B6BEE-78E8-11E5-8C7B-9CB70D532D7F},CENTRAL COAST,DEL MONTE,Bank 2,CB 2104,PGE\ACT0,2016-11-23 11:15:57.9806224 -08:00,1822202104,182222104,12,3,3,2,600,22.68,22.45,600,22.68,22.45,600,22.68,22.45,600,22.68,22.45,600,22.68,22.45,600,22.68,22.45,600,22.68,22.45,600,22.68,22.45,,,FALSE,FALSE,793,1031,952,1190,{9AA18822-EDD3-43E6-AB7C-7613B2515AA3}
1231,1109,{BC1600A3-78E8-11E5-8C7B-9CB70D532D7F},CENTRAL COAST,DEL MONTE,Bank 2,CB 2105,PGE\ACT0,2016-11-23 11:41:23.4826525 -08:00,1822202105,182222105,12,3,3,2,600,22.68,22.45,600,22.68,22.45,600,22.68,22.45,600,22.68,22.45,600,22.68,22.45,600,22.68,22.45,600,22.68,22.45,600,22.68,22.45,,,FALSE,FALSE,793,1031,952,1190,{C4A4B92D-D135-4BEF-935B-918713253EA2}
1232,1108,{B91B8DA2-671D-11E5-80CA-005056A729E5},FRESNO,CLOVIS,Bank 3,CB 2110,PGE\BXYD,2017-01-24 13:31:48.6816675 -08:00,2540802110,254082110,11,3,3,1,540,20.2,20,540,20.2,20,600,22.45,22.23,600,22.45,22.23,598,22.37,22.15,598,22.37,22.15,600,22.45,22.23,600,22.45,22.23,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.
Note 3: UG cable ratings were calculated with the actual daily load factor.  See Engr, Std. Drw. 050166.",,FALSE,FALSE,1202,1563,1443,1804,{7400F0A9-8475-4621-939A-86AB833B08FF}
1234,1110,{C245F84F-78E8-11E5-8C7B-9CB70D532D7F},CENTRAL COAST,DEL MONTE,Bank 9,CB 1101 (Non-SCADA),PGE\ACT0,2016-11-23 11:34:01.5434036 -08:00,182221101,182221101,8,3,3,2,400,8.73,8.64,400,8.73,8.64,400,8.73,8.64,400,8.73,8.64,400,8.73,8.64,400,8.73,8.64,400,8.73,8.64,400,8.73,8.64,,,FALSE,FALSE,429,558,515,644,{00000000-0000-0000-0000-000000000000}
1235,1108,{B91B8DB9-671D-11E5-80CA-005056A729E5},FRESNO,CLOVIS,Bank 3,CB 2111,PGE\BXYD,2016-12-28 08:41:33.0254687 -08:00,2540802111,254082111,11,3,3,1,540,20.2,20,540,20.2,20,686,25.66,25.4,686,25.66,25.4,598,22.37,22.15,598,22.37,22.15,700,26.19,25.93,700,26.19,25.93,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.
Note 3: UG cable ratings were calculated with the actual daily load factor.  See Engr, Std. Drw. 050166.",,FALSE,FALSE,1202,1563,1443,1804,{2D6C7B91-7A6A-415E-9E1A-D384CA83B48B}
1238,1047,{CEEBC99E-78E8-11E5-8C7B-9CB70D532D7F},CENTRAL COAST,DOLAN ROAD,Bank 1,CB 1104,PGE\MTDR,2017-07-17 09:03:04.3853577 -07:00,1823801104,182381104,8,3,3,2,458,10,9.9,458,10,9.9,500,10.91,10.8,500,10.91,10.8,500,10.91,10.8,500,10.91,10.8,500,10.91,10.8,500,10.91,10.8,,,FALSE,FALSE,458,596,550,687,{5E750021-6EDD-4751-8F9C-F01940E2615F}
1239,1111,{B91B8DD6-671D-11E5-80CA-005056A729E5},FRESNO,COALINGA NO 1,Bank 1,CB 1108,PGE\BXYD,2017-01-24 10:52:25.7401107 -08:00,2521601108,252161108,8,3,3,1,435,9.49,9.4,413,9.01,8.92,500,10.91,10.8,475,10.37,10.27,500,10.91,10.8,475,10.37,10.27,500,10.91,10.8,475,10.37,10.27,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.
Note 3: UG cable ratings were calculated with the actual daily load factor.  See Engr, Std. Drw. 050166.",,FALSE,FALSE,733,842,842,842,{70FC6827-C2F7-462C-AE2A-126916587EA6}
1244,1111,{B91B8DDB-671D-11E5-80CA-005056A729E5},FRESNO,COALINGA NO 1,Bank 1,CB 1109,PGE\BXYD,2017-01-24 10:52:57.9387171 -08:00,2521601109,252161109,8,3,3,1,400,8.73,8.64,380,8.29,8.21,400,8.73,8.64,380,8.29,8.21,400,8.73,8.64,380,8.29,8.21,400,8.73,8.64,380,8.29,8.21,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.
Note 3: UG cable ratings were calculated with the actual daily load factor.  See Engr, Std. Drw. 050166.",,FALSE,FALSE,733,842,842,842,{1213B1F3-9DF9-422A-B730-F8EB84A64621}
1246,1112,{CEEBC9B2-78E8-11E5-8C7B-9CB70D532D7F},CENTRAL COAST,ERTA,Bank 2 (Non SCADA),CB 403 (Non-SCADA),PGE\ACT0,2016-09-28 10:26:26.2809049 -07:00,083510403,083510403,4,3,3,2,400,3.03,3,400,3.03,3,400,3.03,3,400,3.03,3,400,3.03,3,400,3.03,3,400,3.03,3,400,3.03,3,,,FALSE,FALSE,825,938,938,938,{49AAF624-D468-4BAC-9F88-0C3F3AE29496}
1247,1112,{CEEBC9B5-78E8-11E5-8C7B-9CB70D532D7F},CENTRAL COAST,ERTA,Bank 2 (Non SCADA),CB 404 (Non-SCADA),PGE\ACT0,2016-09-28 10:30:13.3801798 -07:00,083510404,083510404,4,3,3,2,400,3.03,3,400,3.03,3,400,3.03,3,400,3.03,3,400,3.03,3,400,3.03,3,400,3.03,3,400,3.03,3,,,FALSE,FALSE,825,938,938,938,{A9865F95-BDCC-4C31-BD8D-7A11189F37CD}
1248,1116,{CEEBC9C1-78E8-11E5-8C7B-9CB70D532D7F},CENTRAL COAST,FELTON,Bank 2 (Non SCADA),CB 401 (Non-SCADA),PGE\ACT0,2016-09-28 13:47:23.0538818 -07:00,083140401,083140401,4,3,3,2,303,2.29,2.27,303,2.29,2.27,395,2.99,2.96,395,2.99,2.96,364,2.76,2.73,364,2.76,2.73,400,3.03,3,400,3.03,3,,,FALSE,FALSE,303,395,364,455,{F8EB0047-0BD5-4E00-84A3-6377972B4A74}
1249,1051,{5A8ACA16-0B21-11E6-9D37-D4BED91EFF1A},HUMBOLDT,ARCATA,Bank 1,CB 1105,PGE\C8M4,2017-07-19 10:04:51.7064390 -07:00,192020122,192020122,8,3,3,2,750,16.37,16.21,750,16.37,16.21,750,16.37,16.21,750,16.37,16.21,750,16.37,16.21,750,16.37,16.21,750,16.37,16.21,750,16.37,16.21,,,FALSE,TRUE,1374,1787,1649,2000,{E956BB9D-6A81-46E7-95D6-8F5FD67D4117}
1270,1060,{C70A69CD-0E4A-11E6-95F2-D4BED91EFF1A},HUMBOLDT,ARCATA,BANK 2,CB 1121,PGE\C8M4,2017-08-02 14:40:44.3482215 -07:00,1920201121,192021121,8,3,3,2,492,10.74,10.63,467,10.19,10.09,554,12.09,11.97,526,11.48,11.37,528,11.52,11.4,501,10.93,10.82,598,13.05,12.92,568,12.4,12.28,,,FALSE,TRUE,1374,1787,1649,2000,{12B87862-C686-420D-B35B-05FB31B0A94D}
1271,1124,{AD80BEF4-0B22-11E6-9D37-D4BED91EFF1A},SIERRA,PLEASANT GROVE,Bank 2,CB 2107,PGE\SDK6,2016-09-28 15:56:09.9689575 -07:00,1524402107,152442107,12,3,3,1,578,21.84,21.62,578,21.84,21.62,689,26.04,25.78,689,26.04,25.78,600,22.68,22.45,600,22.68,22.45,700,26.46,26.2,700,26.46,26.2,,,FALSE,FALSE,1190,1547,1428,1786,{4561ED47-4550-442E-BD2B-C8C8C3A3DA38}
1272,1124,{AD80BF3C-0B22-11E6-9D37-D4BED91EFF1A},SIERRA,PLEASANT GROVE,Bank 2,CB 2108,PGE\SDK6,2016-09-28 16:02:30.5786928 -07:00,1524402108,152442108,12,3,3,1,578,21.84,21.62,578,21.84,21.62,689,26.04,25.78,689,26.04,25.78,627,23.7,23.46,627,23.7,23.46,700,26.46,26.2,700,26.46,26.2,,,FALSE,FALSE,1190,1547,1428,1786,{83C5DE95-E5DF-4778-8920-99D6AA8FB434}
1273,1060,{5A8ACA77-0B21-11E6-9D37-D4BED91EFF1A},HUMBOLDT,ARCATA,BANK 2,CB 1122,PGE\C8M4,2017-08-02 14:41:07.6393201 -07:00,1920201122,192021122,8,3,3,2,492,10.74,10.63,467,10.19,10.09,554,12.09,11.97,526,11.48,11.37,560,12.22,12.1,532,11.61,11.49,598,13.05,12.92,568,12.4,12.28,,,FALSE,TRUE,1374,1787,1649,2000,{65A6788A-F9AE-44CF-9786-73742483FEA8}
1274,1119,{B91B8CE3-671D-11E5-80CA-005056A729E5},FRESNO,CANTUA,Bank 1,CB 1106,PGE\BXYD,2016-09-28 16:18:39.6104664 -07:00,2535901106,253591106,8,3,3,1,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S.  
Note 3: UG cable ratings were calculated with the actual daily load factor.  See Engr, Std. Drw. 050166.",,FALSE,FALSE,1099,1429,1319,1649,{49E7DD30-5319-4599-8EF1-C84532BF1460}
1275,1125,{AD80BF5D-0B22-11E6-9D37-D4BED91EFF1A},SIERRA,PLEASANT GROVE,Bank 3,CB 2109,PGE\SDK6,2016-09-28 16:16:26.7616514 -07:00,1524402109,152442109,12,3,3,1,503,19.01,18.82,503,19.01,18.82,639,24.15,23.91,639,24.15,23.91,557,21.05,20.84,557,21.05,20.84,667,25.21,24.96,667,25.21,24.96,,,FALSE,FALSE,1190,1547,1428,1786,{5B58946D-D9F7-47BC-A93F-EB63ABBD0A0D}
1276,1125,{AD80BF97-0B22-11E6-9D37-D4BED91EFF1A},SIERRA,PLEASANT GROVE,Bank 3,CB 2110,PGE\SDK6,2016-09-28 16:19:51.0991544 -07:00,1524402110,152442110,12,3,3,1,978,36.96,36.59,978,36.96,36.59,1000,37.79,37.41,1000,37.79,37.41,1000,37.79,37.41,1000,37.79,37.41,1000,37.79,37.41,1000,37.79,37.41,,,FALSE,FALSE,1190,1547,1428,1786,{4B707C12-2EDB-44FD-9E67-D1598C7A882D}
1278,1127,{AD80BFD7-0B22-11E6-9D37-D4BED91EFF1A},SIERRA,ROCKLIN,Bank 1,CB 1101,PGE\SDK6,2016-09-28 16:48:20.8519836 -07:00,1520601101,152061101,8,3,3,1,503,10.98,10.87,503,10.98,10.87,600,13.09,12.96,600,13.09,12.96,557,12.16,12.04,557,12.16,12.04,600,13.09,12.96,600,13.09,12.96,,,FALSE,FALSE,733,953,879,962,{5489FA49-3952-43A3-9A65-1F5CB0DE2CD0}
1279,1127,{AD80BFE0-0B22-11E6-9D37-D4BED91EFF1A},SIERRA,ROCKLIN,Bank 1,CB 1102,PGE\SDK6,2016-12-01 15:07:00.5694960 -08:00,1520601102,152061102,8,3,3,1,566,12.35,12.23,566,12.35,12.23,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,,,FALSE,FALSE,733,953,879,962,{E247EBBF-8B5D-49E6-B3DE-54825EF4E09C}
1280,1113,{B91B8DE6-671D-11E5-80CA-005056A729E5},FRESNO,COALINGA NO 1,Bank 2,CB 1106,PGE\BXYD,2017-01-24 10:54:45.4390062 -08:00,2521601106,252161106,8,3,3,1,435,9.49,9.4,413,9.01,8.92,500,10.91,10.8,500,10.91,10.8,500,10.91,10.8,500,10.91,10.8,500,10.91,10.8,500,10.91,10.8,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.
Note 3: UG cable ratings were calculated with the actual daily load factor.  See Engr, Std. Drw. 050166.",,FALSE,FALSE,481,625,577,702,{DAD77F83-9BB0-476C-A6BB-3EACB4F4309E}
1281,1113,{B91B8DEB-671D-11E5-80CA-005056A729E5},FRESNO,COALINGA NO 1,Bank 2,CB 1107,PGE\BXYD,2017-01-24 10:57:11.7991444 -08:00,2521601107,252161107,8,3,3,1,435,9.49,9.4,413,9.01,8.92,500,10.91,10.8,500,10.91,10.8,500,10.91,10.8,500,10.91,10.8,500,10.91,10.8,500,10.91,10.8,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.
Note 3: UG cable ratings were calculated with the actual daily load factor.  See Engr, Std. Drw. 050166.",,FALSE,FALSE,481,625,577,702,{6962C93C-8CE1-4944-84B6-74551DB6D32C}
1283,1129,{AD80C001-0B22-11E6-9D37-D4BED91EFF1A},SIERRA,ROCKLIN,Bank 2,CB 1103,PGE\SDK6,2016-09-28 17:08:13.0616242 -07:00,1520601103,152061103,8,3,3,1,481,10.5,10.4,456,9.95,9.85,600,13.09,12.96,570,12.44,12.32,557,12.16,12.04,529,11.54,11.42,600,13.09,12.96,570,12.44,12.32,,,TRUE,FALSE,481,625,577,721,{C3700541-079D-4D6B-BC07-6F6187C5FB2A}
