Id,BankId,Afid,DivisionName,SubstationName,BankName,CircuitName,LastChangedBy,DateRevised,CedsaId,CORRECTED CEDSA ID,OperatingVoltageId,SummerLoadFactorId,WinterLoadFactorId,LocationId,SummerNormalOperationalCapabilityAmps,SummerNormalOperationalCapabilityMva,SummerNormalOperationalCapabilityMw,SummerNormalPlanningCapabilityAmps,SummerNormalPlanningCapabilityMva,SummerNormalPlanningCapabilityMw,SummerEmergencyOperationalCapabilityAmps,SummerEmergencyOperationalCapabilityMva,SummerEmergencyOperationalCapabilityMw,SummerEmergencyPlanningCapabilityAmps,SummerEmergencyPlanningCapabilityMva,SummerEmergencyPlanningCapabilityMw,WinterNormalOperationalCapabilityAmps,WinterNormalOperationalCapabilityMva,WinterNormalOperationalCapabilityMw,WinterNormalPlanningCapabilityAmps,WinterNormalPlanningCapabilityMva,WinterNormalPlanningCapabilityMw,WinterEmergencyOperationalCapabilityAmps,WinterEmergencyOperationalCapabilityMva,WinterEmergencyOperationalCapabilityMw,WinterEmergencyPlanningCapabilityAmps,WinterEmergencyPlanningCapabilityMva,WinterEmergencyPlanningCapabilityMw,Notes,TransformerNotes,TransformerDerate,TransformerPlo,TransformerSummerNormalAmps,TransformerSummerEmergencyAmps,TransformerWinterNormalAmps,TransformerWinterEmergencyAmps,DmsGuid
7,1016,{A4EDE244-78EA-11E5-8C7B-9CB70D532D7F},LOS PADRES,SAN LUIS OBISPO,Bank 6,CB 1104,PGE\A9S5,2016-11-11 10:45:08.1767984 -08:00,182631104,182631104,8,3,3,2,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,,,FALSE,FALSE,2061,2680,2474,3092,{E826CD21-981A-4BD7-97F3-AE003873C3D1}
8,1018,{A8F9ABC3-671D-11E5-80CA-005056A729E5},FRESNO,AIRWAYS,Bank 1,CB 1101,PGE\JJV7,2017-05-01 08:17:45.4738900 -07:00,2520401101,252041101,8,3,3,1,550,12,11.88,512,11.17,11.06,550,12,11.88,550,12,11.88,550,12,11.88,550,12,11.88,550,12,11.88,550,12,11.88,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.				
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.",,FALSE,FALSE,2061,2680,2474,3092,{6D8A614F-E0C1-41AB-80C0-5E683AC20EB4}
11,1018,{A8F9ABCB-671D-11E5-80CA-005056A729E5},FRESNO,AIRWAYS,Bank 1,CB 1102,PGE\JJV7,2017-05-01 08:18:24.0534319 -07:00,2520401102,252041102,8,3,3,1,550,12,11.88,512,11.17,11.06,550,12,11.88,550,12,11.88,550,12,11.88,550,12,11.88,550,12,11.88,550,12,11.88,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.				
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.",,FALSE,FALSE,2061,2680,2474,3092,{86E3F6A4-99E6-41FA-9EDD-9BE3EDA628E2}
12,1018,{A8F9ABDF-671D-11E5-80CA-005056A729E5},FRESNO,AIRWAYS,Bank 1,CB 1103,PGE\JJV7,2016-12-22 13:37:13.9309631 -08:00,2520401103,252041103,8,3,3,1,578,12.61,12.48,578,12.61,12.48,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.				
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.",,FALSE,FALSE,2061,2680,2474,3092,{88CA398B-BC77-4F83-B2AA-5577A2D396D2}
13,1018,{2717D59C-A5BE-11E5-A1F0-D4BED91EFF1A},FRESNO,AIRWAYS,Bank 1,CB 1104,PGE\JJV7,2016-12-22 15:55:34.5859800 -08:00,252041104,252041104,8,3,3,1,578,12.61,12.48,578,12.61,12.48,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,"FUTURE- Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.				
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.",,FALSE,FALSE,2061,2680,2474,3092,{04A1F419-E45C-4D29-B0AD-674C4E00E809}
14,1015,{E1A5F49B-78E8-11E5-8C7B-9CB70D532D7F},CENTRAL COAST,GABILAN,Bank 1,CB 1101,PGE\ACT0,2016-11-23 10:37:37.4720437 -08:00,1823301101,182331101,8,3,2,2,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,,,FALSE,FALSE,733,953,879,962,{B8F10DCD-E4C2-4631-970E-C3777FD64EC0}
15,1019,{A8F9ABF9-671D-11E5-80CA-005056A729E5},FRESNO,AIRWAYS,Bank 2,CB 1105,PGE\JJV7,2017-05-01 08:18:59.4661129 -07:00,2520401105,252041105,8,3,3,1,550,12,11.88,512,11.17,11.06,550,12,11.88,550,12,11.88,550,12,11.88,550,12,11.88,550,12,11.88,550,12,11.88,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.				
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.",,FALSE,FALSE,2061,2680,2474,3092,{737BD670-18A2-44A9-9C99-F7F3D2C72817}
16,1019,{A8F9ABFE-671D-11E5-80CA-005056A729E5},FRESNO,AIRWAYS,Bank 2,CB 1106,PGE\JJV7,2016-12-22 15:31:38.1940732 -08:00,2520401106,252041106,8,3,3,1,578,12.61,12.48,578,12.61,12.48,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.				
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.",,FALSE,FALSE,2061,2680,2474,3092,{65465FB0-52BF-4387-AFF8-1D4396BF5EF9}
17,1019,{2717D5A1-A5BE-11E5-A1F0-D4BED91EFF1A},FRESNO,AIRWAYS,Bank 2,CB 1107,PGE\JJV7,2016-12-22 15:54:42.4033110 -08:00,252041107,252041107,8,3,3,1,578,12.61,12.48,578,12.61,12.48,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,"Future - Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.				
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.",This is an idle breaker not online yet,FALSE,FALSE,2061,2680,2474,3092,{7297A148-6CA1-4760-8B72-5E8D6763A4CA}
18,1019,{2717D5A4-A5BE-11E5-A1F0-D4BED91EFF1A},FRESNO,AIRWAYS,Bank 2,CB 1108,PGE\JJV7,2016-12-22 15:54:56.0222856 -08:00,2520401108,252041108,8,3,3,1,578,12.61,12.48,578,12.61,12.48,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,"In construction 2016  
Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.				
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.",,FALSE,FALSE,2061,2680,2474,3092,{A643F6F4-EF8F-460F-A7B0-C830E9905CFC}
20,1020,{BC692778-0B43-11E6-9D37-D4BED91EFF1A},FRESNO,ALPAUGH,BANK 1 (Non SCADA),CB 1103 (Non SCADA),PGE\JWCp,2017-03-06 17:28:56.0172997 -08:00,2540001103,254001103,8,3,3,1,600,13.09,12.96,489,10.67,10.56,600,13.09,12.96,549,11.98,11.86,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.				
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.",,FALSE,FALSE,1374,1787,1649,2061,{422108D3-64E5-4071-B095-571F3047C879}
21,1020,{B41673D9-0B43-11E6-9D37-D4BED91EFF1A},FRESNO,ALPAUGH,BANK 1 (Non SCADA),CB 1104 (Non SCADA),PGE\JWCp,2017-03-06 17:28:29.0400585 -08:00,2540001104,254001104,8,3,3,1,600,13.09,12.96,489,10.67,10.56,600,13.09,12.96,549,11.98,11.86,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.				
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.",,FALSE,FALSE,1374,1787,1649,2061,{3AE37D76-8E3A-42A2-B690-832C9E640672}
22,1022,{A8F9AC0C-671D-11E5-80CA-005056A729E5},FRESNO,ALPAUGH,Bank 2 (Non SCADA),CB 1105 (Non SCADA),PGE\A6C7,2016-07-12 14:38:41.3738270 -07:00,254001105,254001105,8,4,3,1,417,9.1,9.01,417,9.1,9.01,417,9.1,9.01,417,9.1,9.01,417,9.1,9.01,417,9.1,9.01,417,9.1,9.01,417,9.1,9.01,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.				
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.",,FALSE,FALSE,481,625,577,721,{00000000-0000-0000-0000-000000000000}
23,1022,{A8F9AC0F-671D-11E5-80CA-005056A729E5},FRESNO,ALPAUGH,Bank 2 (Non SCADA),CB 1106,PGE\JWCp,2017-03-06 17:27:54.0429781 -08:00,2540001106,254001106,8,4,3,1,481,10.5,10.4,481,10.5,10.4,550,12,11.88,549,11.98,11.86,550,12,11.88,550,12,11.88,550,12,11.88,550,12,11.88,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.				
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.",,FALSE,FALSE,481,625,577,721,{4B99BBE7-C03E-44BC-A439-875091D8476B}
25,1023,{A8F9AC1D-671D-11E5-80CA-005056A729E5},FRESNO,ANGIOLA,Bank 1,CB 1102 (Non SCADA),PGE\HSB5,2016-12-27 14:47:37.1371722 -08:00,2521501102,252151102,8,4,3,1,435,9.49,9.4,435,9.49,9.4,500,10.91,10.8,500,10.91,10.8,500,10.91,10.8,500,10.91,10.8,500,10.91,10.8,500,10.91,10.8,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.				
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.",,FALSE,FALSE,733,953,879,1099,{15E71369-1EAD-4B2B-B5E4-275A41914351}
26,1023,{A8F9AC26-671D-11E5-80CA-005056A729E5},FRESNO,ANGIOLA,Bank 1,CB 1103 (Non SCADA),PGE\BXYD,2017-01-25 16:55:21.8016314 -08:00,2521501103,252151103,8,4,3,1,376,8.21,8.13,357,7.79,7.71,383,8.36,8.28,383,8.36,8.28,383,8.36,8.28,383,8.36,8.28,383,8.36,8.28,383,8.36,8.28,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.				
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.",,FALSE,FALSE,733,953,879,1099,{B6DB0635-3F04-440C-ADB1-CCB976CE3202}
27,1023,{A8F9AC29-671D-11E5-80CA-005056A729E5},FRESNO,ANGIOLA,Bank 1,CB 1104 (Non SCADA),PGE\BXYD,2016-09-22 11:23:29.8181895 -07:00,2521501104,252151104,8,4,3,1,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.				
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.",,FALSE,FALSE,733,953,879,1099,{B11E2E45-2524-4531-AF39-57229D0DB182}
28,1015,{E7DF13D2-78E8-11E5-8C7B-9CB70D532D7F},CENTRAL COAST,GABILAN,Bank 1,CB 1102,PGE\ACT0,2016-11-23 10:41:23.2521013 -08:00,1823301102,182331102,8,3,2,2,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,,,FALSE,FALSE,733,953,879,962,{16AC856E-7F87-4E83-BDBE-C6A8611712B4}
30,1024,{A8F9AC38-671D-11E5-80CA-005056A729E5},FRESNO,ASHLAN AVE,Bank 1,CB 1102,PGE\BXYD,2016-09-22 13:03:45.3496715 -07:00,2520501102,252051102,8,3,3,1,326,7.11,7.04,326,7.11,7.04,413,9.01,8.92,413,9.01,8.92,361,7.88,7.8,361,7.88,7.8,436,9.52,9.42,436,9.52,9.42,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.				
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.",,FALSE,FALSE,3207,4169,3849,4811,{53D521B7-D6D7-4517-90E1-0158F6F0FB0C}
1030,1024,{A8F9AC40-671D-11E5-80CA-005056A729E5},FRESNO,ASHLAN AVE,Bank 1,CB 1107,PGE\BXYD,2016-12-29 13:25:15.8960512 -08:00,2520501107,252051107,8,3,3,1,377,8.23,8.15,377,8.23,8.15,478,10.43,10.33,478,10.43,10.33,417,9.1,9.01,417,9.1,9.01,505,11.02,10.91,505,11.02,10.91,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.				
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.",,FALSE,FALSE,3207,3545,3545,3545,{FFAB56ED-FB72-417B-8212-8C444433E907}
1031,1024,{A8F9AC4E-671D-11E5-80CA-005056A729E5},FRESNO,ASHLAN AVE,Bank 1,CB 1114,PGE\BXYD,2016-12-29 13:42:25.6940556 -08:00,2520501114,252051114,8,3,3,1,351,7.66,7.58,351,7.66,7.58,445,9.71,9.61,445,9.71,9.61,388,8.47,8.39,388,8.47,8.39,470,10.26,10.16,470,10.26,10.16,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.				
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.",,FALSE,FALSE,3207,3545,3545,3545,{D82CC4F0-AA88-41FE-8D48-DA93BE416B7C}
1033,1024,{A8F9AC5C-671D-11E5-80CA-005056A729E5},FRESNO,ASHLAN AVE,Bank 1,CB 2105,PGE\BXYD,2016-12-29 14:26:44.0490168 -08:00,2520502105,252052105,8,3,3,1,607,13.25,13.12,607,13.25,13.12,770,16.8,16.63,770,16.8,16.63,672,14.67,14.52,672,14.67,14.52,814,17.76,17.58,814,17.76,17.58,"NOTE 1: Phase relay /1.2 or -50 amps, whichever is less.
NOTE 3: UG cable ratings were calculated with the actual daily load factor.
NOTE 4: Direct buried (DB) cables have custom ratings obtained from G.O.
Normal Capacity is limited to 90% for second-day emergencies.",,FALSE,FALSE,3207,3545,3545,3545,{883E309A-D306-4689-9637-B2B2FCF28F46}
1034,1024,{A8F9AC73-671D-11E5-80CA-005056A729E5},FRESNO,ASHLAN AVE,Bank 1,CB 2110,PGE\BXYD,2017-01-25 15:08:41.8877585 -08:00,2520502110,252052110,8,3,3,1,653,14.25,14.11,653,14.25,14.11,827,18.05,17.87,827,18.05,17.87,722,15.76,15.6,722,15.76,15.6,833,18.18,18,833,18.18,18,"NOTE 1: Phase relay /1.2 or -50 amps, whichever is less.
NOTE 3: UG cable ratings were calculated with the actual daily load factor.
NOTE 4: Direct buried (DB) cables have custom ratings obtained from G.O.
Normal Capacity is limited to 90% for second-day emergencies.",,FALSE,FALSE,3207,3545,3545,3545,{55AA4788-4723-45B3-9272-85B38274B664}
1035,1024,{A8F9AC7E-671D-11E5-80CA-005056A729E5},FRESNO,ASHLAN AVE,Bank 1,CB 2119,PGE\BXYD,2016-12-29 14:46:52.7056072 -08:00,2520502119,252052119,8,3,3,1,774,16.89,16.72,760,16.59,16.42,800,17.46,17.29,760,16.59,16.42,800,17.46,17.29,760,16.59,16.42,800,17.46,17.29,760,16.59,16.42,"NOTE 1: Phase relay /1.2 or -50 amps, whichever is less.
Normal Capacity is limited to 90% for second-day emergencies.",,FALSE,FALSE,3207,3545,3545,3545,{6D72CF43-FA2E-455E-9241-008394CF481F}
1036,1026,{A8F9AC95-671D-11E5-80CA-005056A729E5},FRESNO,ASHLAN AVE,Bank 2,CB 1103,PGE\BXYD,2016-12-29 15:25:46.8998568 -08:00,2520501103,252051103,8,3,3,1,447,9.76,9.66,447,9.76,9.66,500,10.91,10.8,500,10.91,10.8,495,10.8,10.69,495,10.8,10.69,500,10.91,10.8,500,10.91,10.8,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.				
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.",,FALSE,FALSE,3207,3545,3545,3545,{37492315-E1A8-46B8-BC5E-DE789DD5FC13}
1037,1026,{A8F9AC9A-671D-11E5-80CA-005056A729E5},FRESNO,ASHLAN AVE,Bank 2,CB 1109,PGE\BXYD,2017-01-25 16:27:52.3351115 -08:00,2520501109,252051109,8,3,3,1,600,13.09,12.96,570,12.44,12.32,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,570,12.44,12.32,600,13.09,12.96,600,13.09,12.96,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.				
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.",,FALSE,FALSE,3207,3545,3545,3545,{49AB6A5F-4975-4CA3-8D76-3D847E23CE77}
1038,1026,{A8F9ACA8-671D-11E5-80CA-005056A729E5},FRESNO,ASHLAN AVE,Bank 2,CB 1111,PGE\BXYD,2017-01-25 16:28:37.7163842 -08:00,2520501111,252051111,8,3,3,1,600,13.09,12.96,570,12.44,12.32,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,570,12.44,12.32,600,13.09,12.96,600,13.09,12.96,"PVC RISER: Winter Normal - 691, Winter Emergency - 868; verified in field 11/25/08 VXLA.
Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.				
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.",,FALSE,FALSE,3207,3545,3545,3545,{A0510A8B-79E7-4B48-A982-6DF273E1364B}
1039,1026,{A8F9ACB9-671D-11E5-80CA-005056A729E5},FRESNO,ASHLAN AVE,Bank 2,CB 1112,PGE\A6C7,2016-07-13 14:16:52.8570579 -07:00,2520501112,252051112,8,3,3,1,495,10.8,10.69,495,10.8,10.69,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.				
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.",,FALSE,FALSE,3207,4169,3849,4811,{0279843D-4AA1-41A2-85D7-D247E6B8CDFC}
1041,1026,{A8F9ACD6-671D-11E5-80CA-005056A729E5},FRESNO,ASHLAN AVE,Bank 2,CB 1113,PGE\BXYD,2017-01-25 16:30:57.4638716 -08:00,2520501113,252051113,8,3,3,1,476,10.39,10.29,476,10.39,10.29,600,13.09,12.96,600,13.09,12.96,528,11.52,11.4,528,11.52,11.4,600,13.09,12.96,600,13.09,12.96,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.				
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.",,FALSE,FALSE,3207,3545,3545,3545,{F17B904D-D705-4D29-8349-CFD9EC0A1762}
1043,1026,{A8F9ACE1-671D-11E5-80CA-005056A729E5},FRESNO,ASHLAN AVE,Bank 2,CB 2115,PGE\A6C7,2016-07-15 08:05:16.0896635 -07:00,2520502115,252052115,8,3,3,1,422,9.21,9.12,422,9.21,9.12,536,11.7,11.58,536,11.7,11.58,468,10.21,10.11,468,10.21,10.11,566,12.35,12.23,566,12.35,12.23,"NOTE 1: Phase relay /1.2 or -50 amps, whichever is less.
NOTE 3: UG cable ratings were calculated with the actual daily load factor.
NOTE 4: Direct buried (DB) cables have custom ratings obtained from G.O.
Normal Capacity is limited to 90% for second-day emergencies.",,FALSE,FALSE,3207,4169,3849,4811,{AEE32513-E861-460D-99A8-6DE331BF3B37}
1044,1026,{A8F9ACEF-671D-11E5-80CA-005056A729E5},FRESNO,ASHLAN AVE,Bank 2,CB 2117,PGE\JLDe,2017-01-19 10:43:54.1984396 -08:00,2520502117,252052117,8,3,3,1,188,4.1,4.06,188,4.1,4.06,240,5.24,5.19,240,5.24,5.19,204,4.45,4.41,204,4.45,4.41,255,5.57,5.51,255,5.57,5.51,"NOTE 1: Phase relay /1.2 or -50 amps, whichever is less.
NOTE 3: UG cable ratings were calculated with the actual daily load factor.",,FALSE,FALSE,3207,3545,3545,3545,{30A226E4-92A1-4803-87DA-8670B5A6283F}
1045,1027,{A8F9ACFD-671D-11E5-80CA-005056A729E5},FRESNO,ASHLAN AVE,Bank 3,CB 1104,PGE\BXYD,2017-01-25 16:39:35.3002298 -08:00,2520501104,252051104,8,3,3,1,422,9.21,9.12,422,9.21,9.12,536,11.7,11.58,536,11.7,11.58,468,10.21,10.11,468,10.21,10.11,566,12.35,12.23,566,12.35,12.23,"ADD 1/0 CU OH CONDUCTOR IF REQUIRED
Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.				
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.",,FALSE,FALSE,3207,3545,3545,3545,{2B005CE3-44C0-4B80-8764-AF98F18E1896}
1046,1027,{A8F9AD05-671D-11E5-80CA-005056A729E5},FRESNO,ASHLAN AVE,Bank 3,CB 1106,PGE\BXYD,2017-01-25 16:41:08.0128127 -08:00,2520501106,252051106,8,3,3,1,495,10.8,10.69,470,10.26,10.16,600,13.09,12.96,570,12.44,12.32,556,12.13,12.01,556,12.13,12.01,600,13.09,12.96,570,12.44,12.32,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.				
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.",,FALSE,FALSE,3207,3545,3545,3545,{89C6A86D-9E49-4D8F-A62F-5B8D98AC8B49}
1047,1027,{A8F9AD14-671D-11E5-80CA-005056A729E5},FRESNO,ASHLAN AVE,Bank 3,CB 1108,PGE\BXYD,2017-01-25 16:43:33.9380189 -08:00,2520501108,252051108,8,3,3,1,495,10.8,10.69,470,10.26,10.16,600,13.09,12.96,570,12.44,12.32,600,13.09,12.96,570,12.44,12.32,600,13.09,12.96,570,12.44,12.32,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.				
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.",,FALSE,FALSE,3207,3545,3545,3545,{4D981F69-D59C-4248-962F-C08FBA5F12DC}
1048,1027,{A8F9AD25-671D-11E5-80CA-005056A729E5},FRESNO,ASHLAN AVE,Bank 3,CB 1116,PGE\BXYD,2017-01-25 16:47:14.3702579 -08:00,2520501116,252051116,8,3,3,1,584,12.75,12.62,570,12.44,12.32,600,13.09,12.96,570,12.44,12.32,600,13.09,12.96,570,12.44,12.32,600,13.09,12.96,570,12.44,12.32,"Note 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.				
Note 2: Capability x .95 to account for phase unbalance if limiting factor is OH conductor, switches, disconnects, CT's, or VCB'S. See Engr. Std. Drw. 050864.",,FALSE,FALSE,3207,3545,3545,3545,{7F074E3A-80FF-4ADE-B88A-40DAE268AA26}
1051,1027,{A8F9AD39-671D-11E5-80CA-005056A729E5},FRESNO,ASHLAN AVE,Bank 3,CB 2101,PGE\BXYD,2016-12-29 08:49:11.6194584 -08:00,2520502101,252052101,8,3,3,1,503,10.98,10.87,503,10.98,10.87,639,13.95,13.81,639,13.95,13.81,557,12.16,12.04,557,12.16,12.04,674,14.71,14.56,674,14.71,14.56,"Normal capacity is limited to 90% for second-day emergencies.
NOTE 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.
NOTE 3: UG cable ratings were calculated with the actual daily load factor.  See Engr, Std. Drw. 050166.",,FALSE,FALSE,3207,4169,3849,4811,{879BF4D7-D9AA-46C3-8081-B159AB0F2C19}
1052,1027,{A8F9AD3E-671D-11E5-80CA-005056A729E5},FRESNO,ASHLAN AVE,Bank 3,CB 2118,PGE\BXYD,2016-12-29 08:48:42.5716998 -08:00,2520502118,252052118,8,3,3,1,447,9.76,9.66,447,9.76,9.66,568,12.4,12.28,568,12.4,12.28,495,10.8,10.69,495,10.8,10.69,629,13.73,13.59,629,13.73,13.59,"Normal capacity is limited to 90% for second-day emergencies.
NOTE 1: Phase relay / 1.2 or phase relay - 50 amps, whichever is less.  See Protection Bulletin 6-3, p.19.
NOTE 3: UG cable ratings were calculated with the actual daily load factor.  See Engr, Std. Drw. 050166.",,FALSE,FALSE,3207,4169,3849,4811,{660F8A48-3CB2-46BA-A8B3-8DD1BAE5205E}
