ObjectClassRo,SubtypeRo,FieldRo,DatasetRo,SubtypeCodeRo,FieldAliasRo,Index,mmFSVisible,mmFSEditable,mmFSAllowNulls,mmFSAllowMassAttributeUpdate,DefaultValueRo
EDGIS.SupportStructure,Tree,CONVERSIONWORKPACKAGE,EDGIS.ElectricDataset,6,Conversion Work Package,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Tree,REPLACEGUID,EDGIS.ElectricDataset,6,Replace GUID,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tree,STRUCTUREGUID,EDGIS.ElectricDataset,6,Structure GUID,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tree,SHAPE,EDGIS.ElectricDataset,6,Shape,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tree,GLOBALID,EDGIS.ElectricDataset,6,Global ID,,FALSE,FALSE,FALSE,FALSE,
EDGIS.SupportStructure,Tree,METEREDIDC,EDGIS.ElectricDataset,6,Metered Indicator,,FALSE,TRUE,TRUE,TRUE,
EDGIS.SupportStructure,Tower,OBJECTID,EDGIS.ElectricDataset,3,Object ID,,TRUE,FALSE,FALSE,FALSE,
EDGIS.SupportStructure,Tower,SUBTYPECD,EDGIS.ElectricDataset,3,Subtype,,TRUE,TRUE,FALSE,FALSE,1
EDGIS.SupportStructure,Tower,STATUS,EDGIS.ElectricDataset,3,Status,,TRUE,TRUE,FALSE,TRUE,
EDGIS.SupportStructure,Tower,LOCALOFFICEID,EDGIS.ElectricDataset,3,Local Office ID,,TRUE,TRUE,FALSE,TRUE,
EDGIS.SupportStructure,Tower,INSTALLJOBPREFIX,EDGIS.ElectricDataset,3,Job Prefix,,TRUE,TRUE,TRUE,FALSE,PM
EDGIS.SupportStructure,Tower,INSTALLJOBNUMBER,EDGIS.ElectricDataset,3,Job Number,,TRUE,TRUE,FALSE,TRUE,
EDGIS.SupportStructure,Tower,CUSTOMEROWNED,EDGIS.ElectricDataset,3,Customer Owned,,TRUE,TRUE,FALSE,FALSE,N
EDGIS.SupportStructure,Tower,POLEUSE,EDGIS.ElectricDataset,3,Pole Use,,TRUE,TRUE,FALSE,FALSE,
EDGIS.SupportStructure,Tower,MATERIAL,EDGIS.ElectricDataset,3,Material,,TRUE,TRUE,FALSE,FALSE,S
EDGIS.SupportStructure,Tower,JOINTCOUNT,EDGIS.ElectricDataset,3,Joint Count,,TRUE,TRUE,FALSE,FALSE,
EDGIS.SupportStructure,Tower,INSTALLJOBYEAR,EDGIS.ElectricDataset,3,Year Installed,,TRUE,TRUE,TRUE,TRUE,
EDGIS.SupportStructure,Tower,INSTALLATIONDATE,EDGIS.ElectricDataset,3,Date Installed,,TRUE,TRUE,TRUE,TRUE,
EDGIS.SupportStructure,Tower,POLECOUNT,EDGIS.ElectricDataset,3,Pole Count,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,POLETYPE,EDGIS.ElectricDataset,3,Pole Type,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,HEIGHT,EDGIS.ElectricDataset,3,Pole Height,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,CLASS,EDGIS.ElectricDataset,3,Pole Class,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,MANUFACTURER,EDGIS.ElectricDataset,3,Manufacturer,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,MANUFACTUREDYEAR,EDGIS.ElectricDataset,3,Manufactured Year,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,SPECIES,EDGIS.ElectricDataset,3,Species,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,BARCODE,EDGIS.ElectricDataset,3,Bar Code,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,POLENUMBER,EDGIS.ElectricDataset,3,Pole Number,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,FOREIGNATTACHIDC,EDGIS.ElectricDataset,3,Foreign Attachment Indicator,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,JP_DISTRICT,EDGIS.ElectricDataset,3,Joint Pole District,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,JPNUMBER,EDGIS.ElectricDataset,3,Joint Pole Number,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,JPSEQUENCE,EDGIS.ElectricDataset,3,Joint Pole Sequence,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,JPAGREEMENTDATE,EDGIS.ElectricDataset,3,JP Agreement Date,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,TRANSMISSIONMILENUMBER,EDGIS.ElectricDataset,3,Transmission Mile Number,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,TRANSMISSIONSTRUCTNUMBER,EDGIS.ElectricDataset,3,Transmission Structure Number,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,STATEREGAREA,EDGIS.ElectricDataset,3,State Regulation Area,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,URBANRURALCODE,EDGIS.ElectricDataset,3,Urban Rural Indicator,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,MAXVOLTAGELEVEL,EDGIS.ElectricDataset,3,Maximum Voltage Level,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,VC_NUM,EDGIS.ElectricDataset,3,Vegetation Clearance Number,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,ORIGINALCIRCUMFERENCE,EDGIS.ElectricDataset,3,Original Circumference,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,CURRENTCIRCUMFERENCE,EDGIS.ElectricDataset,3,Current Circumference,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,ORIGINALTREATMENTTYPE,EDGIS.ElectricDataset,3,Original Treatment Type,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,EXISTINGREINFORCEMENT,EDGIS.ElectricDataset,3,Existing Reinforcement,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,POLETOPEXTIDC,EDGIS.ElectricDataset,3,Pole Top Extension Indicator,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,GROUNDEDIDC,EDGIS.ElectricDataset,3,Grounded Indicator,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,LOCDESC1,EDGIS.ElectricDataset,3,Location Description 1,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,LOCDESC2,EDGIS.ElectricDataset,3,Location Description 2,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,LOCDESC3,EDGIS.ElectricDataset,3,Location Description 3,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,ACCESSINFO,EDGIS.ElectricDataset,3,Access Info,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,COMMENTS,EDGIS.ElectricDataset,3,Comments,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,CREATIONUSER,EDGIS.ElectricDataset,3,Creation User,,TRUE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,DATECREATED,EDGIS.ElectricDataset,3,Date Created,,TRUE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,DATEMODIFIED,EDGIS.ElectricDataset,3,Date Modified,,TRUE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,LASTUSER,EDGIS.ElectricDataset,3,Last User,,TRUE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,MAPOFFICE,EDGIS.ElectricDataset,3,Map Office,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,REGION,EDGIS.ElectricDataset,3,Service Area,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,DIVISION,EDGIS.ElectricDataset,3,Division,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,DISTRICT,EDGIS.ElectricDataset,3,District,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,CITY,EDGIS.ElectricDataset,3,City,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,COUNTY,EDGIS.ElectricDataset,3,County,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,ZIP,EDGIS.ElectricDataset,3,ZIP Code,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,GPSLATITUDE,EDGIS.ElectricDataset,3,Latitude,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,GPSLONGITUDE,EDGIS.ElectricDataset,3,Longitude,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,GPSSOURCE,EDGIS.ElectricDataset,3,GPS Source,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,SOURCEACCURACY,EDGIS.ElectricDataset,3,Source Accuracy,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,SAPEQUIPID,EDGIS.ElectricDataset,3,SAP Equipment ID,,TRUE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,CEDSAID,EDGIS.ElectricDataset,3,CEDSA ID,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,SYMBOLNUMBER,EDGIS.ElectricDataset,3,Symbol Number,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,SYMBOLROTATION,EDGIS.ElectricDataset,3,Symbol Rotation,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,DISTMAP,EDGIS.ElectricDataset,3,Distribution Map,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,OTHERMAP,EDGIS.ElectricDataset,3,Other Map,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,FUNCTIONALLOCATIONID,EDGIS.ElectricDataset,3,Functional Location ID,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,RETIREDATE,EDGIS.ElectricDataset,3,Retire Date,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,FOUNDATIONTYPE,EDGIS.ElectricDataset,3,Foundation Type,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,GAUGE,EDGIS.ElectricDataset,3,Gauge,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,PTTDIDC,EDGIS.ElectricDataset,3,PTTDIDC,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,STRUCTURECODE,EDGIS.ElectricDataset,3,Structure Code,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,SERIALNUMBER,EDGIS.ElectricDataset,3,Serial Number,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,LABELTEXT,EDGIS.ElectricDataset,3,Label Text,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,TEMPEQUIPID,EDGIS.ElectricDataset,3,TEMP Equipment ID,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,TECHIDENTNO,EDGIS.ElectricDataset,3,TECH Identification Number,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,CUSTAGREEMENTGUID,EDGIS.ElectricDataset,3,Customer Agreement GUID,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,DEVICEGROUPGUID,EDGIS.ElectricDataset,3,Device Group GUID,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,SMARTMETERNETWORKDEVICEOID,EDGIS.ElectricDataset,3,Smart Meter Network Device ID,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,CONVERSIONID,EDGIS.ElectricDataset,3,Conversion ID,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,CONVERSIONWORKPACKAGE,EDGIS.ElectricDataset,3,Conversion Work Package,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,REPLACEGUID,EDGIS.ElectricDataset,3,Replace GUID,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,STRUCTUREGUID,EDGIS.ElectricDataset,3,Structure GUID,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,SHAPE,EDGIS.ElectricDataset,3,Shape,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tower,GLOBALID,EDGIS.ElectricDataset,3,Global ID,,TRUE,FALSE,FALSE,FALSE,
EDGIS.SupportStructure,Tower,METEREDIDC,EDGIS.ElectricDataset,3,Metered Indicator,,FALSE,TRUE,TRUE,TRUE,
EDGIS.SupportStructure,Electrolier,OBJECTID,EDGIS.ElectricDataset,2,Object ID,,TRUE,FALSE,FALSE,FALSE,
EDGIS.SupportStructure,Electrolier,SUBTYPECD,EDGIS.ElectricDataset,2,Subtype,,TRUE,TRUE,FALSE,FALSE,1
EDGIS.SupportStructure,Electrolier,STATUS,EDGIS.ElectricDataset,2,Status,,TRUE,TRUE,FALSE,TRUE,
EDGIS.SupportStructure,Electrolier,LOCALOFFICEID,EDGIS.ElectricDataset,2,Local Office ID,,TRUE,TRUE,FALSE,TRUE,
EDGIS.SupportStructure,Electrolier,INSTALLJOBPREFIX,EDGIS.ElectricDataset,2,Job Prefix,,TRUE,TRUE,TRUE,FALSE,PM
EDGIS.SupportStructure,Electrolier,INSTALLJOBNUMBER,EDGIS.ElectricDataset,2,Job Number,,TRUE,TRUE,FALSE,TRUE,
EDGIS.SupportStructure,Electrolier,CUSTOMEROWNED,EDGIS.ElectricDataset,2,Customer Owned,,TRUE,TRUE,FALSE,FALSE,N
EDGIS.SupportStructure,Electrolier,POLEUSE,EDGIS.ElectricDataset,2,Pole Use,,TRUE,TRUE,FALSE,FALSE,
EDGIS.SupportStructure,Electrolier,MATERIAL,EDGIS.ElectricDataset,2,Material,,TRUE,TRUE,FALSE,FALSE,STEL
EDGIS.SupportStructure,Electrolier,JOINTCOUNT,EDGIS.ElectricDataset,2,Joint Count,,FALSE,TRUE,FALSE,FALSE,
EDGIS.SupportStructure,Electrolier,INSTALLJOBYEAR,EDGIS.ElectricDataset,2,Year Installed,,TRUE,TRUE,TRUE,TRUE,
EDGIS.SupportStructure,Electrolier,INSTALLATIONDATE,EDGIS.ElectricDataset,2,Date Installed,,TRUE,TRUE,TRUE,TRUE,
EDGIS.SupportStructure,Electrolier,POLECOUNT,EDGIS.ElectricDataset,2,Pole Count,,FALSE,TRUE,TRUE,FALSE,0
EDGIS.SupportStructure,Electrolier,POLETYPE,EDGIS.ElectricDataset,2,Pole Type,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,HEIGHT,EDGIS.ElectricDataset,2,Pole Height,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,CLASS,EDGIS.ElectricDataset,2,Pole Class,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,MANUFACTURER,EDGIS.ElectricDataset,2,Manufacturer,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,MANUFACTUREDYEAR,EDGIS.ElectricDataset,2,Manufactured Year,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,SPECIES,EDGIS.ElectricDataset,2,Species,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,BARCODE,EDGIS.ElectricDataset,2,Bar Code,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,POLENUMBER,EDGIS.ElectricDataset,2,Pole Number,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,FOREIGNATTACHIDC,EDGIS.ElectricDataset,2,Foreign Attachment Indicator,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,JP_DISTRICT,EDGIS.ElectricDataset,2,Joint Pole District,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,JPNUMBER,EDGIS.ElectricDataset,2,Joint Pole Number,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,JPSEQUENCE,EDGIS.ElectricDataset,2,Joint Pole Sequence,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,JPAGREEMENTDATE,EDGIS.ElectricDataset,2,JP Agreement Date,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,TRANSMISSIONMILENUMBER,EDGIS.ElectricDataset,2,Transmission Mile Number,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,TRANSMISSIONSTRUCTNUMBER,EDGIS.ElectricDataset,2,Transmission Structure Number,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,STATEREGAREA,EDGIS.ElectricDataset,2,State Regulation Area,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,URBANRURALCODE,EDGIS.ElectricDataset,2,Urban Rural Indicator,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,MAXVOLTAGELEVEL,EDGIS.ElectricDataset,2,Maximum Voltage Level,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,VC_NUM,EDGIS.ElectricDataset,2,Vegetation Clearance Number,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,ORIGINALCIRCUMFERENCE,EDGIS.ElectricDataset,2,Original Circumference,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,CURRENTCIRCUMFERENCE,EDGIS.ElectricDataset,2,Current Circumference,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,ORIGINALTREATMENTTYPE,EDGIS.ElectricDataset,2,Original Treatment Type,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,EXISTINGREINFORCEMENT,EDGIS.ElectricDataset,2,Existing Reinforcement,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,POLETOPEXTIDC,EDGIS.ElectricDataset,2,Pole Top Extension Indicator,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,GROUNDEDIDC,EDGIS.ElectricDataset,2,Grounded Indicator,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,LOCDESC1,EDGIS.ElectricDataset,2,Location Description 1,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,LOCDESC2,EDGIS.ElectricDataset,2,Location Description 2,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,LOCDESC3,EDGIS.ElectricDataset,2,Location Description 3,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,ACCESSINFO,EDGIS.ElectricDataset,2,Access Info,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,COMMENTS,EDGIS.ElectricDataset,2,Comments,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,CREATIONUSER,EDGIS.ElectricDataset,2,Creation User,,TRUE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,DATECREATED,EDGIS.ElectricDataset,2,Date Created,,TRUE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,DATEMODIFIED,EDGIS.ElectricDataset,2,Date Modified,,TRUE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,LASTUSER,EDGIS.ElectricDataset,2,Last User,,TRUE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,MAPOFFICE,EDGIS.ElectricDataset,2,Map Office,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,REGION,EDGIS.ElectricDataset,2,Service Area,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,DIVISION,EDGIS.ElectricDataset,2,Division,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,DISTRICT,EDGIS.ElectricDataset,2,District,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,CITY,EDGIS.ElectricDataset,2,City,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,COUNTY,EDGIS.ElectricDataset,2,County,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,ZIP,EDGIS.ElectricDataset,2,ZIP Code,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,GPSLATITUDE,EDGIS.ElectricDataset,2,Latitude,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,GPSLONGITUDE,EDGIS.ElectricDataset,2,Longitude,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,GPSSOURCE,EDGIS.ElectricDataset,2,GPS Source,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,SOURCEACCURACY,EDGIS.ElectricDataset,2,Source Accuracy,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,SAPEQUIPID,EDGIS.ElectricDataset,2,SAP Equipment ID,,TRUE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,CEDSAID,EDGIS.ElectricDataset,2,CEDSA ID,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,SYMBOLNUMBER,EDGIS.ElectricDataset,2,Symbol Number,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,SYMBOLROTATION,EDGIS.ElectricDataset,2,Symbol Rotation,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,DISTMAP,EDGIS.ElectricDataset,2,Distribution Map,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,OTHERMAP,EDGIS.ElectricDataset,2,Other Map,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,FUNCTIONALLOCATIONID,EDGIS.ElectricDataset,2,Functional Location ID,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,RETIREDATE,EDGIS.ElectricDataset,2,Retire Date,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,FOUNDATIONTYPE,EDGIS.ElectricDataset,2,Foundation Type,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,GAUGE,EDGIS.ElectricDataset,2,Gauge,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,PTTDIDC,EDGIS.ElectricDataset,2,PTTDIDC,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,STRUCTURECODE,EDGIS.ElectricDataset,2,Structure Code,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,SERIALNUMBER,EDGIS.ElectricDataset,2,Serial Number,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,LABELTEXT,EDGIS.ElectricDataset,2,Label Text,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,TEMPEQUIPID,EDGIS.ElectricDataset,2,TEMP Equipment ID,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,TECHIDENTNO,EDGIS.ElectricDataset,2,TECH Identification Number,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,CUSTAGREEMENTGUID,EDGIS.ElectricDataset,2,Customer Agreement GUID,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,DEVICEGROUPGUID,EDGIS.ElectricDataset,2,Device Group GUID,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,SMARTMETERNETWORKDEVICEOID,EDGIS.ElectricDataset,2,Smart Meter Network Device ID,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,CONVERSIONID,EDGIS.ElectricDataset,2,Conversion ID,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,CONVERSIONWORKPACKAGE,EDGIS.ElectricDataset,2,Conversion Work Package,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,REPLACEGUID,EDGIS.ElectricDataset,2,Replace GUID,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,STRUCTUREGUID,EDGIS.ElectricDataset,2,Structure GUID,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,SHAPE,EDGIS.ElectricDataset,2,Shape,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Electrolier,GLOBALID,EDGIS.ElectricDataset,2,Global ID,,TRUE,FALSE,FALSE,FALSE,
EDGIS.SupportStructure,Electrolier,METEREDIDC,EDGIS.ElectricDataset,2,Metered Indicator,,FALSE,TRUE,TRUE,TRUE,
EDGIS.SupportStructure,Pole Stub,OBJECTID,EDGIS.ElectricDataset,8,Object ID,,TRUE,FALSE,FALSE,FALSE,
EDGIS.SupportStructure,Pole Stub,SUBTYPECD,EDGIS.ElectricDataset,8,Subtype,,TRUE,TRUE,FALSE,FALSE,1
EDGIS.SupportStructure,Pole Stub,STATUS,EDGIS.ElectricDataset,8,Status,,TRUE,TRUE,FALSE,TRUE,
EDGIS.SupportStructure,Pole Stub,LOCALOFFICEID,EDGIS.ElectricDataset,8,Local Office ID,,TRUE,TRUE,FALSE,TRUE,
EDGIS.SupportStructure,Pole Stub,INSTALLJOBPREFIX,EDGIS.ElectricDataset,8,Job Prefix,,TRUE,TRUE,TRUE,FALSE,PM
EDGIS.SupportStructure,Pole Stub,INSTALLJOBNUMBER,EDGIS.ElectricDataset,8,Job Number,,TRUE,TRUE,FALSE,TRUE,
EDGIS.SupportStructure,Pole Stub,CUSTOMEROWNED,EDGIS.ElectricDataset,8,Customer Owned,,TRUE,TRUE,FALSE,FALSE,N
EDGIS.SupportStructure,Pole Stub,POLEUSE,EDGIS.ElectricDataset,8,Pole Use,,TRUE,TRUE,FALSE,FALSE,
EDGIS.SupportStructure,Pole Stub,MATERIAL,EDGIS.ElectricDataset,8,Material,,TRUE,TRUE,FALSE,FALSE,WOOD
EDGIS.SupportStructure,Pole Stub,JOINTCOUNT,EDGIS.ElectricDataset,8,Joint Count,,FALSE,TRUE,FALSE,FALSE,
EDGIS.SupportStructure,Pole Stub,INSTALLJOBYEAR,EDGIS.ElectricDataset,8,Year Installed,,TRUE,TRUE,TRUE,TRUE,
EDGIS.SupportStructure,Pole Stub,INSTALLATIONDATE,EDGIS.ElectricDataset,8,Date Installed,,TRUE,TRUE,TRUE,TRUE,
EDGIS.SupportStructure,Pole Stub,POLECOUNT,EDGIS.ElectricDataset,8,Pole Count,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole Stub,POLETYPE,EDGIS.ElectricDataset,8,Pole Type,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole Stub,HEIGHT,EDGIS.ElectricDataset,8,Pole Height,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole Stub,CLASS,EDGIS.ElectricDataset,8,Pole Class,,FALSE,TRUE,TRUE,FALSE,
